date,stage,match_slug,market_slug,type,group,question,outcome,resolved_price
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-saves-jose-sa-gte3,soccer_player_goalkeeper_saves,José Sá: 3+ saves,José Sá: 3+ saves,No,1
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-saves-jose-sa-gte4,soccer_player_goalkeeper_saves,José Sá: 4+ saves,José Sá: 4+ saves,Yes,0
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-saves-jose-sa-gte4,soccer_player_goalkeeper_saves,José Sá: 4+ saves,José Sá: 4+ saves,No,1
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-saves-jose-sa-gte5,soccer_player_goalkeeper_saves,José Sá: 5+ saves,José Sá: 5+ saves,Yes,0
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-saves-jose-sa-gte5,soccer_player_goalkeeper_saves,José Sá: 5+ saves,José Sá: 5+ saves,No,1
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-goals-ruben-neves-gte1,soccer_player_goals,Rúben Neves: 1+ goals,Rúben Neves: 1+ goals,Yes,0
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-goals-ruben-neves-gte1,soccer_player_goals,Rúben Neves: 1+ goals,Rúben Neves: 1+ goals,No,1
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-goals-ruben-neves-gte2,soccer_player_goals,Rúben Neves: 2+ goals,Rúben Neves: 2+ goals,Yes,0
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-goals-ruben-neves-gte2,soccer_player_goals,Rúben Neves: 2+ goals,Rúben Neves: 2+ goals,No,1
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-shots-bruno-fernandes-gte1,soccer_player_shots,Bruno Fernandes: 1+ shots,Bruno Fernandes: 1+ shots,Yes,1
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-shots-bruno-fernandes-gte1,soccer_player_shots,Bruno Fernandes: 1+ shots,Bruno Fernandes: 1+ shots,No,0
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-shots-bruno-fernandes-gte2,soccer_player_shots,Bruno Fernandes: 2+ shots,Bruno Fernandes: 2+ shots,Yes,1
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-shots-bruno-fernandes-gte2,soccer_player_shots,Bruno Fernandes: 2+ shots,Bruno Fernandes: 2+ shots,No,0
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-shots-bruno-fernandes-gte3,soccer_player_shots,Bruno Fernandes: 3+ shots,Bruno Fernandes: 3+ shots,Yes,0
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-shots-bruno-fernandes-gte3,soccer_player_shots,Bruno Fernandes: 3+ shots,Bruno Fernandes: 3+ shots,No,1
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-shots-bruno-fernandes-gte4,soccer_player_shots,Bruno Fernandes: 4+ shots,Bruno Fernandes: 4+ shots,Yes,0
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-shots-bruno-fernandes-gte4,soccer_player_shots,Bruno Fernandes: 4+ shots,Bruno Fernandes: 4+ shots,No,1
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-shots-bruno-fernandes-gte5,soccer_player_shots,Bruno Fernandes: 5+ shots,Bruno Fernandes: 5+ shots,Yes,0
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-shots-bruno-fernandes-gte5,soccer_player_shots,Bruno Fernandes: 5+ shots,Bruno Fernandes: 5+ shots,No,1
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-shots-francisco-conceicao-gte1,soccer_player_shots,Francisco Conceição: 1+ shots,Francisco Conceição: 1+ shots,Yes,0
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-shots-francisco-conceicao-gte1,soccer_player_shots,Francisco Conceição: 1+ shots,Francisco Conceição: 1+ shots,No,1
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-shots-francisco-conceicao-gte2,soccer_player_shots,Francisco Conceição: 2+ shots,Francisco Conceição: 2+ shots,Yes,0
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-shots-francisco-conceicao-gte2,soccer_player_shots,Francisco Conceição: 2+ shots,Francisco Conceição: 2+ shots,No,1
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-shots-francisco-conceicao-gte3,soccer_player_shots,Francisco Conceição: 3+ shots,Francisco Conceição: 3+ shots,Yes,0
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-shots-francisco-conceicao-gte3,soccer_player_shots,Francisco Conceição: 3+ shots,Francisco Conceição: 3+ shots,No,1
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-shots-francisco-conceicao-gte4,soccer_player_shots,Francisco Conceição: 4+ shots,Francisco Conceição: 4+ shots,Yes,0
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-shots-francisco-conceicao-gte4,soccer_player_shots,Francisco Conceição: 4+ shots,Francisco Conceição: 4+ shots,No,1
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-shots-francisco-conceicao-gte5,soccer_player_shots,Francisco Conceição: 5+ shots,Francisco Conceição: 5+ shots,Yes,0
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-shots-francisco-conceicao-gte5,soccer_player_shots,Francisco Conceição: 5+ shots,Francisco Conceição: 5+ shots,No,1
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-shots-goncalo-guedes-gte1,soccer_player_shots,Gonçalo Guedes: 1+ shots,Gonçalo Guedes: 1+ shots,Yes,0
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-shots-goncalo-guedes-gte1,soccer_player_shots,Gonçalo Guedes: 1+ shots,Gonçalo Guedes: 1+ shots,No,1
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-shots-goncalo-guedes-gte2,soccer_player_shots,Gonçalo Guedes: 2+ shots,Gonçalo Guedes: 2+ shots,Yes,0
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-shots-goncalo-guedes-gte2,soccer_player_shots,Gonçalo Guedes: 2+ shots,Gonçalo Guedes: 2+ shots,No,1
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-shots-goncalo-guedes-gte3,soccer_player_shots,Gonçalo Guedes: 3+ shots,Gonçalo Guedes: 3+ shots,Yes,0
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-shots-goncalo-guedes-gte3,soccer_player_shots,Gonçalo Guedes: 3+ shots,Gonçalo Guedes: 3+ shots,No,1
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-shots-goncalo-guedes-gte4,soccer_player_shots,Gonçalo Guedes: 4+ shots,Gonçalo Guedes: 4+ shots,Yes,0
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-shots-goncalo-guedes-gte4,soccer_player_shots,Gonçalo Guedes: 4+ shots,Gonçalo Guedes: 4+ shots,No,1
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-shots-goncalo-guedes-gte5,soccer_player_shots,Gonçalo Guedes: 5+ shots,Gonçalo Guedes: 5+ shots,Yes,0
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-shots-goncalo-guedes-gte5,soccer_player_shots,Gonçalo Guedes: 5+ shots,Gonçalo Guedes: 5+ shots,No,1
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-shots-joao-felix-gte1,soccer_player_shots,João Félix: 1+ shots,João Félix: 1+ shots,Yes,1
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-shots-joao-felix-gte1,soccer_player_shots,João Félix: 1+ shots,João Félix: 1+ shots,No,0
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-shots-joao-felix-gte2,soccer_player_shots,João Félix: 2+ shots,João Félix: 2+ shots,Yes,1
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-shots-joao-felix-gte2,soccer_player_shots,João Félix: 2+ shots,João Félix: 2+ shots,No,0
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-shots-joao-felix-gte3,soccer_player_shots,João Félix: 3+ shots,João Félix: 3+ shots,Yes,1
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-shots-joao-felix-gte3,soccer_player_shots,João Félix: 3+ shots,João Félix: 3+ shots,No,0
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-shots-joao-felix-gte4,soccer_player_shots,João Félix: 4+ shots,João Félix: 4+ shots,Yes,0
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-shots-joao-felix-gte4,soccer_player_shots,João Félix: 4+ shots,João Félix: 4+ shots,No,1
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-shots-joao-felix-gte5,soccer_player_shots,João Félix: 5+ shots,João Félix: 5+ shots,Yes,0
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-shots-joao-felix-gte5,soccer_player_shots,João Félix: 5+ shots,João Félix: 5+ shots,No,1
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-shots-rafael-leao-gte1,soccer_player_shots,Rafael Leão: 1+ shots,Rafael Leão: 1+ shots,Yes,1
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-shots-rafael-leao-gte1,soccer_player_shots,Rafael Leão: 1+ shots,Rafael Leão: 1+ shots,No,0
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-shots-rafael-leao-gte2,soccer_player_shots,Rafael Leão: 2+ shots,Rafael Leão: 2+ shots,Yes,0
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-shots-rafael-leao-gte2,soccer_player_shots,Rafael Leão: 2+ shots,Rafael Leão: 2+ shots,No,1
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-shots-rafael-leao-gte3,soccer_player_shots,Rafael Leão: 3+ shots,Rafael Leão: 3+ shots,Yes,0
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-shots-rafael-leao-gte3,soccer_player_shots,Rafael Leão: 3+ shots,Rafael Leão: 3+ shots,No,1
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-shots-rafael-leao-gte4,soccer_player_shots,Rafael Leão: 4+ shots,Rafael Leão: 4+ shots,Yes,0
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-shots-rafael-leao-gte4,soccer_player_shots,Rafael Leão: 4+ shots,Rafael Leão: 4+ shots,No,1
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-shots-rafael-leao-gte5,soccer_player_shots,Rafael Leão: 5+ shots,Rafael Leão: 5+ shots,Yes,0
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-shots-rafael-leao-gte5,soccer_player_shots,Rafael Leão: 5+ shots,Rafael Leão: 5+ shots,No,1
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-shots-ruben-neves-gte1,soccer_player_shots,Rúben Neves: 1+ shots,Rúben Neves: 1+ shots,Yes,0
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-shots-ruben-neves-gte1,soccer_player_shots,Rúben Neves: 1+ shots,Rúben Neves: 1+ shots,No,1
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-shots-ruben-neves-gte2,soccer_player_shots,Rúben Neves: 2+ shots,Rúben Neves: 2+ shots,Yes,0
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-shots-ruben-neves-gte2,soccer_player_shots,Rúben Neves: 2+ shots,Rúben Neves: 2+ shots,No,1
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-shots-ruben-neves-gte3,soccer_player_shots,Rúben Neves: 3+ shots,Rúben Neves: 3+ shots,Yes,0
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-shots-ruben-neves-gte3,soccer_player_shots,Rúben Neves: 3+ shots,Rúben Neves: 3+ shots,No,1
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-shots-ruben-neves-gte4,soccer_player_shots,Rúben Neves: 4+ shots,Rúben Neves: 4+ shots,Yes,0
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-shots-ruben-neves-gte4,soccer_player_shots,Rúben Neves: 4+ shots,Rúben Neves: 4+ shots,No,1
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-shots-ruben-neves-gte5,soccer_player_shots,Rúben Neves: 5+ shots,Rúben Neves: 5+ shots,Yes,0
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-shots-ruben-neves-gte5,soccer_player_shots,Rúben Neves: 5+ shots,Rúben Neves: 5+ shots,No,1
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-assists-bruno-fernandes-gte1,soccer_player_assists,Bruno Fernandes: 1+ assists,Bruno Fernandes: 1+ assists,Yes,1
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-assists-bruno-fernandes-gte1,soccer_player_assists,Bruno Fernandes: 1+ assists,Bruno Fernandes: 1+ assists,No,0
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-assists-bruno-fernandes-gte2,soccer_player_assists,Bruno Fernandes: 2+ assists,Bruno Fernandes: 2+ assists,Yes,0
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-assists-bruno-fernandes-gte2,soccer_player_assists,Bruno Fernandes: 2+ assists,Bruno Fernandes: 2+ assists,No,1
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-assists-cristiano-ronaldo-gte1,soccer_player_assists,Cristiano Ronaldo: 1+ assists,Cristiano Ronaldo: 1+ assists,Yes,0
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-assists-cristiano-ronaldo-gte1,soccer_player_assists,Cristiano Ronaldo: 1+ assists,Cristiano Ronaldo: 1+ assists,No,1
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-assists-cristiano-ronaldo-gte2,soccer_player_assists,Cristiano Ronaldo: 2+ assists,Cristiano Ronaldo: 2+ assists,Yes,0
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-assists-cristiano-ronaldo-gte2,soccer_player_assists,Cristiano Ronaldo: 2+ assists,Cristiano Ronaldo: 2+ assists,No,1
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-assists-francisco-conceicao-gte1,soccer_player_assists,Francisco Conceição: 1+ assists,Francisco Conceição: 1+ assists,Yes,0
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-assists-francisco-conceicao-gte1,soccer_player_assists,Francisco Conceição: 1+ assists,Francisco Conceição: 1+ assists,No,1
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-assists-francisco-conceicao-gte2,soccer_player_assists,Francisco Conceição: 2+ assists,Francisco Conceição: 2+ assists,Yes,0
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-assists-francisco-conceicao-gte2,soccer_player_assists,Francisco Conceição: 2+ assists,Francisco Conceição: 2+ assists,No,1
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-assists-goncalo-guedes-gte1,soccer_player_assists,Gonçalo Guedes: 1+ assists,Gonçalo Guedes: 1+ assists,Yes,0
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-assists-goncalo-guedes-gte1,soccer_player_assists,Gonçalo Guedes: 1+ assists,Gonçalo Guedes: 1+ assists,No,1
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-assists-goncalo-guedes-gte2,soccer_player_assists,Gonçalo Guedes: 2+ assists,Gonçalo Guedes: 2+ assists,Yes,0
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-assists-goncalo-guedes-gte2,soccer_player_assists,Gonçalo Guedes: 2+ assists,Gonçalo Guedes: 2+ assists,No,1
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-assists-goncalo-ramos-gte1,soccer_player_assists,Gonçalo Ramos: 1+ assists,Gonçalo Ramos: 1+ assists,Yes,0
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-assists-goncalo-ramos-gte1,soccer_player_assists,Gonçalo Ramos: 1+ assists,Gonçalo Ramos: 1+ assists,No,1
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-assists-goncalo-ramos-gte2,soccer_player_assists,Gonçalo Ramos: 2+ assists,Gonçalo Ramos: 2+ assists,Yes,0
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-assists-goncalo-ramos-gte2,soccer_player_assists,Gonçalo Ramos: 2+ assists,Gonçalo Ramos: 2+ assists,No,1
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-assists-joao-felix-gte1,soccer_player_assists,João Félix: 1+ assists,João Félix: 1+ assists,Yes,0
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-assists-joao-felix-gte1,soccer_player_assists,João Félix: 1+ assists,João Félix: 1+ assists,No,1
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-assists-joao-felix-gte2,soccer_player_assists,João Félix: 2+ assists,João Félix: 2+ assists,Yes,0
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-assists-joao-felix-gte2,soccer_player_assists,João Félix: 2+ assists,João Félix: 2+ assists,No,1
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-assists-pedro-neto-gte1,soccer_player_assists,Pedro Neto: 1+ assists,Pedro Neto: 1+ assists,Yes,0
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-assists-pedro-neto-gte1,soccer_player_assists,Pedro Neto: 1+ assists,Pedro Neto: 1+ assists,No,1
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-assists-pedro-neto-gte2,soccer_player_assists,Pedro Neto: 2+ assists,Pedro Neto: 2+ assists,Yes,0
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-assists-pedro-neto-gte2,soccer_player_assists,Pedro Neto: 2+ assists,Pedro Neto: 2+ assists,No,1
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-assists-rafael-leao-gte1,soccer_player_assists,Rafael Leão: 1+ assists,Rafael Leão: 1+ assists,Yes,0
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-assists-rafael-leao-gte1,soccer_player_assists,Rafael Leão: 1+ assists,Rafael Leão: 1+ assists,No,1
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-assists-rafael-leao-gte2,soccer_player_assists,Rafael Leão: 2+ assists,Rafael Leão: 2+ assists,Yes,0
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-assists-rafael-leao-gte2,soccer_player_assists,Rafael Leão: 2+ assists,Rafael Leão: 2+ assists,No,1
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-assists-ruben-neves-gte1,soccer_player_assists,Rúben Neves: 1+ assists,Rúben Neves: 1+ assists,Yes,0
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-assists-ruben-neves-gte1,soccer_player_assists,Rúben Neves: 1+ assists,Rúben Neves: 1+ assists,No,1
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-assists-ruben-neves-gte2,soccer_player_assists,Rúben Neves: 2+ assists,Rúben Neves: 2+ assists,Yes,0
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-assists-ruben-neves-gte2,soccer_player_assists,Rúben Neves: 2+ assists,Rúben Neves: 2+ assists,No,1
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-assists-trincao-gte1,soccer_player_assists,Trincão: 1+ assists,Trincão: 1+ assists,Yes,0
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-assists-trincao-gte1,soccer_player_assists,Trincão: 1+ assists,Trincão: 1+ assists,No,1
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-assists-trincao-gte2,soccer_player_assists,Trincão: 2+ assists,Trincão: 2+ assists,Yes,0
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-assists-trincao-gte2,soccer_player_assists,Trincão: 2+ assists,Trincão: 2+ assists,No,1
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-shots-on-target-ruben-neves-gte1,soccer_player_shots_on_target,Rúben Neves: 1+ shots on target,Rúben Neves: 1+ shots on target,Yes,0
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-shots-on-target-ruben-neves-gte1,soccer_player_shots_on_target,Rúben Neves: 1+ shots on target,Rúben Neves: 1+ shots on target,No,1
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-shots-on-target-ruben-neves-gte2,soccer_player_shots_on_target,Rúben Neves: 2+ shots on target,Rúben Neves: 2+ shots on target,Yes,0
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-shots-on-target-ruben-neves-gte2,soccer_player_shots_on_target,Rúben Neves: 2+ shots on target,Rúben Neves: 2+ shots on target,No,1
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-shots-on-target-ruben-neves-gte3,soccer_player_shots_on_target,Rúben Neves: 3+ shots on target,Rúben Neves: 3+ shots on target,Yes,0
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-shots-on-target-ruben-neves-gte3,soccer_player_shots_on_target,Rúben Neves: 3+ shots on target,Rúben Neves: 3+ shots on target,No,1
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-goals-plus-assists-bruno-fernandes-gte1,soccer_player_goals_plus_assists,Bruno Fernandes: 1+ goals + assists,Bruno Fernandes: 1+ goals + assists,Yes,1
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-goals-plus-assists-bruno-fernandes-gte1,soccer_player_goals_plus_assists,Bruno Fernandes: 1+ goals + assists,Bruno Fernandes: 1+ goals + assists,No,0
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-goals-plus-assists-bruno-fernandes-gte2,soccer_player_goals_plus_assists,Bruno Fernandes: 2+ goals + assists,Bruno Fernandes: 2+ goals + assists,Yes,0
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-goals-plus-assists-bruno-fernandes-gte2,soccer_player_goals_plus_assists,Bruno Fernandes: 2+ goals + assists,Bruno Fernandes: 2+ goals + assists,No,1
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-goals-plus-assists-bruno-fernandes-gte3,soccer_player_goals_plus_assists,Bruno Fernandes: 3+ goals + assists,Bruno Fernandes: 3+ goals + assists,Yes,0
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-goals-plus-assists-bruno-fernandes-gte3,soccer_player_goals_plus_assists,Bruno Fernandes: 3+ goals + assists,Bruno Fernandes: 3+ goals + assists,No,1
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-goals-plus-assists-bruno-fernandes-gte4,soccer_player_goals_plus_assists,Bruno Fernandes: 4+ goals + assists,Bruno Fernandes: 4+ goals + assists,Yes,0
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-goals-plus-assists-bruno-fernandes-gte4,soccer_player_goals_plus_assists,Bruno Fernandes: 4+ goals + assists,Bruno Fernandes: 4+ goals + assists,No,1
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-goals-plus-assists-cristiano-ronaldo-gte1,soccer_player_goals_plus_assists,Cristiano Ronaldo: 1+ goals + assists,Cristiano Ronaldo: 1+ goals + assists,Yes,1
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-goals-plus-assists-cristiano-ronaldo-gte1,soccer_player_goals_plus_assists,Cristiano Ronaldo: 1+ goals + assists,Cristiano Ronaldo: 1+ goals + assists,No,0
2026-06-23,Group,fifwc-prt-uzb-2026-06-23,fifwc-prt-uzb-2026-06-23-goals-plus-assists-cristiano-ronaldo-gte2,soccer_player_goals_plus_assists,Cristiano Ronaldo: 2+ goals + assists,Cristiano Ronaldo: 2+ goals + assists,Yes,1
