date,stage,match_slug,market_slug,type,group,question,outcome,resolved_price
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-goals-michal-sadilek-gte2,soccer_player_goals,Michal Sadílek: 2+ goals,Michal Sadílek: 2+ goals,Yes,0
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-goals-michal-sadilek-gte2,soccer_player_goals,Michal Sadílek: 2+ goals,Michal Sadílek: 2+ goals,No,1
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-goals-teboho-mokoena-gte1,soccer_player_goals,Teboho Mokoena: 1+ goals,Teboho Mokoena: 1+ goals,Yes,1
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-goals-teboho-mokoena-gte1,soccer_player_goals,Teboho Mokoena: 1+ goals,Teboho Mokoena: 1+ goals,No,0
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-goals-teboho-mokoena-gte2,soccer_player_goals,Teboho Mokoena: 2+ goals,Teboho Mokoena: 2+ goals,Yes,0
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-goals-teboho-mokoena-gte2,soccer_player_goals,Teboho Mokoena: 2+ goals,Teboho Mokoena: 2+ goals,No,1
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-goals-thapelo-maseko-gte1,soccer_player_goals,Thapelo Maseko: 1+ goals,Thapelo Maseko: 1+ goals,Yes,0
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-goals-thapelo-maseko-gte1,soccer_player_goals,Thapelo Maseko: 1+ goals,Thapelo Maseko: 1+ goals,No,1
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-goals-thapelo-maseko-gte2,soccer_player_goals,Thapelo Maseko: 2+ goals,Thapelo Maseko: 2+ goals,Yes,0
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-goals-thapelo-maseko-gte2,soccer_player_goals,Thapelo Maseko: 2+ goals,Thapelo Maseko: 2+ goals,No,1
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-shots-ladislav-krejci-gte1,soccer_player_shots,Ladislav Krejčí: 1+ shots,Ladislav Krejčí: 1+ shots,Yes,1
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-shots-ladislav-krejci-gte1,soccer_player_shots,Ladislav Krejčí: 1+ shots,Ladislav Krejčí: 1+ shots,No,0
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-shots-ladislav-krejci-gte2,soccer_player_shots,Ladislav Krejčí: 2+ shots,Ladislav Krejčí: 2+ shots,Yes,1
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-shots-ladislav-krejci-gte2,soccer_player_shots,Ladislav Krejčí: 2+ shots,Ladislav Krejčí: 2+ shots,No,0
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-shots-ladislav-krejci-gte3,soccer_player_shots,Ladislav Krejčí: 3+ shots,Ladislav Krejčí: 3+ shots,Yes,1
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-shots-ladislav-krejci-gte3,soccer_player_shots,Ladislav Krejčí: 3+ shots,Ladislav Krejčí: 3+ shots,No,0
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-shots-ladislav-krejci-gte4,soccer_player_shots,Ladislav Krejčí: 4+ shots,Ladislav Krejčí: 4+ shots,Yes,1
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-shots-ladislav-krejci-gte4,soccer_player_shots,Ladislav Krejčí: 4+ shots,Ladislav Krejčí: 4+ shots,No,0
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-shots-lukas-cerv-gte1,soccer_player_shots,Lukáš Červ: 1+ shots,Lukáš Červ: 1+ shots,Yes,1
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-shots-lukas-cerv-gte1,soccer_player_shots,Lukáš Červ: 1+ shots,Lukáš Červ: 1+ shots,No,0
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-shots-lukas-cerv-gte2,soccer_player_shots,Lukáš Červ: 2+ shots,Lukáš Červ: 2+ shots,Yes,0
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-shots-lukas-cerv-gte2,soccer_player_shots,Lukáš Červ: 2+ shots,Lukáš Červ: 2+ shots,No,1
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-shots-lukas-cerv-gte3,soccer_player_shots,Lukáš Červ: 3+ shots,Lukáš Červ: 3+ shots,Yes,0
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-shots-lukas-cerv-gte3,soccer_player_shots,Lukáš Červ: 3+ shots,Lukáš Červ: 3+ shots,No,1
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-shots-lukas-cerv-gte4,soccer_player_shots,Lukáš Červ: 4+ shots,Lukáš Červ: 4+ shots,Yes,0
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-shots-lukas-cerv-gte4,soccer_player_shots,Lukáš Červ: 4+ shots,Lukáš Červ: 4+ shots,No,1
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-shots-michal-sadilek-gte1,soccer_player_shots,Michal Sadílek: 1+ shots,Michal Sadílek: 1+ shots,Yes,1
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-shots-michal-sadilek-gte1,soccer_player_shots,Michal Sadílek: 1+ shots,Michal Sadílek: 1+ shots,No,0
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-shots-michal-sadilek-gte2,soccer_player_shots,Michal Sadílek: 2+ shots,Michal Sadílek: 2+ shots,Yes,1
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-shots-michal-sadilek-gte2,soccer_player_shots,Michal Sadílek: 2+ shots,Michal Sadílek: 2+ shots,No,0
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-shots-michal-sadilek-gte3,soccer_player_shots,Michal Sadílek: 3+ shots,Michal Sadílek: 3+ shots,Yes,1
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-shots-michal-sadilek-gte3,soccer_player_shots,Michal Sadílek: 3+ shots,Michal Sadílek: 3+ shots,No,0
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-shots-michal-sadilek-gte4,soccer_player_shots,Michal Sadílek: 4+ shots,Michal Sadílek: 4+ shots,Yes,0
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-shots-michal-sadilek-gte4,soccer_player_shots,Michal Sadílek: 4+ shots,Michal Sadílek: 4+ shots,No,1
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-shots-teboho-mokoena-gte1,soccer_player_shots,Teboho Mokoena: 1+ shots,Teboho Mokoena: 1+ shots,Yes,1
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-shots-teboho-mokoena-gte1,soccer_player_shots,Teboho Mokoena: 1+ shots,Teboho Mokoena: 1+ shots,No,0
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-shots-teboho-mokoena-gte2,soccer_player_shots,Teboho Mokoena: 2+ shots,Teboho Mokoena: 2+ shots,Yes,1
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-shots-teboho-mokoena-gte2,soccer_player_shots,Teboho Mokoena: 2+ shots,Teboho Mokoena: 2+ shots,No,0
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-shots-teboho-mokoena-gte3,soccer_player_shots,Teboho Mokoena: 3+ shots,Teboho Mokoena: 3+ shots,Yes,0
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-shots-teboho-mokoena-gte3,soccer_player_shots,Teboho Mokoena: 3+ shots,Teboho Mokoena: 3+ shots,No,1
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-shots-teboho-mokoena-gte4,soccer_player_shots,Teboho Mokoena: 4+ shots,Teboho Mokoena: 4+ shots,Yes,0
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-shots-teboho-mokoena-gte4,soccer_player_shots,Teboho Mokoena: 4+ shots,Teboho Mokoena: 4+ shots,No,1
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-shots-thapelo-maseko-gte1,soccer_player_shots,Thapelo Maseko: 1+ shots,Thapelo Maseko: 1+ shots,Yes,1
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-shots-thapelo-maseko-gte1,soccer_player_shots,Thapelo Maseko: 1+ shots,Thapelo Maseko: 1+ shots,No,0
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-shots-thapelo-maseko-gte2,soccer_player_shots,Thapelo Maseko: 2+ shots,Thapelo Maseko: 2+ shots,Yes,1
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-shots-thapelo-maseko-gte2,soccer_player_shots,Thapelo Maseko: 2+ shots,Thapelo Maseko: 2+ shots,No,0
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-shots-thapelo-maseko-gte3,soccer_player_shots,Thapelo Maseko: 3+ shots,Thapelo Maseko: 3+ shots,Yes,1
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-shots-thapelo-maseko-gte3,soccer_player_shots,Thapelo Maseko: 3+ shots,Thapelo Maseko: 3+ shots,No,0
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-shots-thapelo-maseko-gte4,soccer_player_shots,Thapelo Maseko: 4+ shots,Thapelo Maseko: 4+ shots,Yes,0
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-shots-thapelo-maseko-gte4,soccer_player_shots,Thapelo Maseko: 4+ shots,Thapelo Maseko: 4+ shots,No,1
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-assists-ladislav-krejci-gte1,soccer_player_assists,Ladislav Krejčí: 1+ assists,Ladislav Krejčí: 1+ assists,Yes,0
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-assists-ladislav-krejci-gte1,soccer_player_assists,Ladislav Krejčí: 1+ assists,Ladislav Krejčí: 1+ assists,No,1
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-assists-ladislav-krejci-gte2,soccer_player_assists,Ladislav Krejčí: 2+ assists,Ladislav Krejčí: 2+ assists,Yes,0
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-assists-ladislav-krejci-gte2,soccer_player_assists,Ladislav Krejčí: 2+ assists,Ladislav Krejčí: 2+ assists,No,1
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-assists-lukas-cerv-gte1,soccer_player_assists,Lukáš Červ: 1+ assists,Lukáš Červ: 1+ assists,Yes,0
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-assists-lukas-cerv-gte1,soccer_player_assists,Lukáš Červ: 1+ assists,Lukáš Červ: 1+ assists,No,1
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-assists-lukas-cerv-gte2,soccer_player_assists,Lukáš Červ: 2+ assists,Lukáš Červ: 2+ assists,Yes,0
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-assists-lukas-cerv-gte2,soccer_player_assists,Lukáš Červ: 2+ assists,Lukáš Červ: 2+ assists,No,1
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-assists-michal-sadilek-gte1,soccer_player_assists,Michal Sadílek: 1+ assists,Michal Sadílek: 1+ assists,Yes,0
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-assists-michal-sadilek-gte1,soccer_player_assists,Michal Sadílek: 1+ assists,Michal Sadílek: 1+ assists,No,1
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-assists-michal-sadilek-gte2,soccer_player_assists,Michal Sadílek: 2+ assists,Michal Sadílek: 2+ assists,Yes,0
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-assists-michal-sadilek-gte2,soccer_player_assists,Michal Sadílek: 2+ assists,Michal Sadílek: 2+ assists,No,1
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-assists-oswin-appollis-gte1,soccer_player_assists,Oswin Appollis: 1+ assists,Oswin Appollis: 1+ assists,Yes,0
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-assists-oswin-appollis-gte1,soccer_player_assists,Oswin Appollis: 1+ assists,Oswin Appollis: 1+ assists,No,1
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-assists-oswin-appollis-gte2,soccer_player_assists,Oswin Appollis: 2+ assists,Oswin Appollis: 2+ assists,Yes,0
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-assists-oswin-appollis-gte2,soccer_player_assists,Oswin Appollis: 2+ assists,Oswin Appollis: 2+ assists,No,1
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-assists-teboho-mokoena-gte1,soccer_player_assists,Teboho Mokoena: 1+ assists,Teboho Mokoena: 1+ assists,Yes,0
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-assists-teboho-mokoena-gte1,soccer_player_assists,Teboho Mokoena: 1+ assists,Teboho Mokoena: 1+ assists,No,1
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-assists-teboho-mokoena-gte2,soccer_player_assists,Teboho Mokoena: 2+ assists,Teboho Mokoena: 2+ assists,Yes,0
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-assists-teboho-mokoena-gte2,soccer_player_assists,Teboho Mokoena: 2+ assists,Teboho Mokoena: 2+ assists,No,1
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-assists-thapelo-maseko-gte1,soccer_player_assists,Thapelo Maseko: 1+ assists,Thapelo Maseko: 1+ assists,Yes,0
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-assists-thapelo-maseko-gte1,soccer_player_assists,Thapelo Maseko: 1+ assists,Thapelo Maseko: 1+ assists,No,1
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-assists-thapelo-maseko-gte2,soccer_player_assists,Thapelo Maseko: 2+ assists,Thapelo Maseko: 2+ assists,Yes,0
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-assists-thapelo-maseko-gte2,soccer_player_assists,Thapelo Maseko: 2+ assists,Thapelo Maseko: 2+ assists,No,1
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-shots-on-target-ladislav-krejci-gte1,soccer_player_shots_on_target,Ladislav Krejčí: 1+ shots on target,Ladislav Krejčí: 1+ shots on target,Yes,0
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-shots-on-target-ladislav-krejci-gte1,soccer_player_shots_on_target,Ladislav Krejčí: 1+ shots on target,Ladislav Krejčí: 1+ shots on target,No,1
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-shots-on-target-ladislav-krejci-gte2,soccer_player_shots_on_target,Ladislav Krejčí: 2+ shots on target,Ladislav Krejčí: 2+ shots on target,Yes,0
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-shots-on-target-ladislav-krejci-gte2,soccer_player_shots_on_target,Ladislav Krejčí: 2+ shots on target,Ladislav Krejčí: 2+ shots on target,No,1
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-shots-on-target-lukas-cerv-gte1,soccer_player_shots_on_target,Lukáš Červ: 1+ shots on target,Lukáš Červ: 1+ shots on target,Yes,1
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-shots-on-target-lukas-cerv-gte1,soccer_player_shots_on_target,Lukáš Červ: 1+ shots on target,Lukáš Červ: 1+ shots on target,No,0
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-shots-on-target-lukas-cerv-gte2,soccer_player_shots_on_target,Lukáš Červ: 2+ shots on target,Lukáš Červ: 2+ shots on target,Yes,0
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-shots-on-target-lukas-cerv-gte2,soccer_player_shots_on_target,Lukáš Červ: 2+ shots on target,Lukáš Červ: 2+ shots on target,No,1
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-shots-on-target-michal-sadilek-gte1,soccer_player_shots_on_target,Michal Sadílek: 1+ shots on target,Michal Sadílek: 1+ shots on target,Yes,1
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-shots-on-target-michal-sadilek-gte1,soccer_player_shots_on_target,Michal Sadílek: 1+ shots on target,Michal Sadílek: 1+ shots on target,No,0
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-shots-on-target-michal-sadilek-gte2,soccer_player_shots_on_target,Michal Sadílek: 2+ shots on target,Michal Sadílek: 2+ shots on target,Yes,0
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-shots-on-target-michal-sadilek-gte2,soccer_player_shots_on_target,Michal Sadílek: 2+ shots on target,Michal Sadílek: 2+ shots on target,No,1
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-shots-on-target-teboho-mokoena-gte1,soccer_player_shots_on_target,Teboho Mokoena: 1+ shots on target,Teboho Mokoena: 1+ shots on target,Yes,1
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-shots-on-target-teboho-mokoena-gte1,soccer_player_shots_on_target,Teboho Mokoena: 1+ shots on target,Teboho Mokoena: 1+ shots on target,No,0
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-shots-on-target-teboho-mokoena-gte2,soccer_player_shots_on_target,Teboho Mokoena: 2+ shots on target,Teboho Mokoena: 2+ shots on target,Yes,0
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-shots-on-target-teboho-mokoena-gte2,soccer_player_shots_on_target,Teboho Mokoena: 2+ shots on target,Teboho Mokoena: 2+ shots on target,No,1
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-shots-on-target-thapelo-maseko-gte1,soccer_player_shots_on_target,Thapelo Maseko: 1+ shots on target,Thapelo Maseko: 1+ shots on target,Yes,0
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-shots-on-target-thapelo-maseko-gte1,soccer_player_shots_on_target,Thapelo Maseko: 1+ shots on target,Thapelo Maseko: 1+ shots on target,No,1
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-shots-on-target-thapelo-maseko-gte2,soccer_player_shots_on_target,Thapelo Maseko: 2+ shots on target,Thapelo Maseko: 2+ shots on target,Yes,0
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-shots-on-target-thapelo-maseko-gte2,soccer_player_shots_on_target,Thapelo Maseko: 2+ shots on target,Thapelo Maseko: 2+ shots on target,No,1
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-goals-plus-assists-ladislav-krejci-gte1,soccer_player_goals_plus_assists,Ladislav Krejčí: 1+ goals + assists,Ladislav Krejčí: 1+ goals + assists,Yes,0
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-goals-plus-assists-ladislav-krejci-gte1,soccer_player_goals_plus_assists,Ladislav Krejčí: 1+ goals + assists,Ladislav Krejčí: 1+ goals + assists,No,1
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-goals-plus-assists-ladislav-krejci-gte2,soccer_player_goals_plus_assists,Ladislav Krejčí: 2+ goals + assists,Ladislav Krejčí: 2+ goals + assists,Yes,0
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-goals-plus-assists-ladislav-krejci-gte2,soccer_player_goals_plus_assists,Ladislav Krejčí: 2+ goals + assists,Ladislav Krejčí: 2+ goals + assists,No,1
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-goals-plus-assists-ladislav-krejci-gte3,soccer_player_goals_plus_assists,Ladislav Krejčí: 3+ goals + assists,Ladislav Krejčí: 3+ goals + assists,Yes,0
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-goals-plus-assists-ladislav-krejci-gte3,soccer_player_goals_plus_assists,Ladislav Krejčí: 3+ goals + assists,Ladislav Krejčí: 3+ goals + assists,No,1
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-goals-plus-assists-ladislav-krejci-gte4,soccer_player_goals_plus_assists,Ladislav Krejčí: 4+ goals + assists,Ladislav Krejčí: 4+ goals + assists,Yes,0
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-goals-plus-assists-ladislav-krejci-gte4,soccer_player_goals_plus_assists,Ladislav Krejčí: 4+ goals + assists,Ladislav Krejčí: 4+ goals + assists,No,1
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-goals-plus-assists-lukas-cerv-gte1,soccer_player_goals_plus_assists,Lukáš Červ: 1+ goals + assists,Lukáš Červ: 1+ goals + assists,Yes,0
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-goals-plus-assists-lukas-cerv-gte1,soccer_player_goals_plus_assists,Lukáš Červ: 1+ goals + assists,Lukáš Červ: 1+ goals + assists,No,1
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-goals-plus-assists-lukas-cerv-gte2,soccer_player_goals_plus_assists,Lukáš Červ: 2+ goals + assists,Lukáš Červ: 2+ goals + assists,Yes,0
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-goals-plus-assists-lukas-cerv-gte2,soccer_player_goals_plus_assists,Lukáš Červ: 2+ goals + assists,Lukáš Červ: 2+ goals + assists,No,1
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-goals-plus-assists-lukas-cerv-gte3,soccer_player_goals_plus_assists,Lukáš Červ: 3+ goals + assists,Lukáš Červ: 3+ goals + assists,Yes,0
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-goals-plus-assists-lukas-cerv-gte3,soccer_player_goals_plus_assists,Lukáš Červ: 3+ goals + assists,Lukáš Červ: 3+ goals + assists,No,1
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-goals-plus-assists-lukas-cerv-gte4,soccer_player_goals_plus_assists,Lukáš Červ: 4+ goals + assists,Lukáš Červ: 4+ goals + assists,Yes,0
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-goals-plus-assists-lukas-cerv-gte4,soccer_player_goals_plus_assists,Lukáš Červ: 4+ goals + assists,Lukáš Červ: 4+ goals + assists,No,1
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-goals-plus-assists-michal-sadilek-gte1,soccer_player_goals_plus_assists,Michal Sadílek: 1+ goals + assists,Michal Sadílek: 1+ goals + assists,Yes,1
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-goals-plus-assists-michal-sadilek-gte1,soccer_player_goals_plus_assists,Michal Sadílek: 1+ goals + assists,Michal Sadílek: 1+ goals + assists,No,0
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-goals-plus-assists-michal-sadilek-gte2,soccer_player_goals_plus_assists,Michal Sadílek: 2+ goals + assists,Michal Sadílek: 2+ goals + assists,Yes,0
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-goals-plus-assists-michal-sadilek-gte2,soccer_player_goals_plus_assists,Michal Sadílek: 2+ goals + assists,Michal Sadílek: 2+ goals + assists,No,1
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-goals-plus-assists-michal-sadilek-gte3,soccer_player_goals_plus_assists,Michal Sadílek: 3+ goals + assists,Michal Sadílek: 3+ goals + assists,Yes,0
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-goals-plus-assists-michal-sadilek-gte3,soccer_player_goals_plus_assists,Michal Sadílek: 3+ goals + assists,Michal Sadílek: 3+ goals + assists,No,1
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-goals-plus-assists-michal-sadilek-gte4,soccer_player_goals_plus_assists,Michal Sadílek: 4+ goals + assists,Michal Sadílek: 4+ goals + assists,Yes,0
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-goals-plus-assists-michal-sadilek-gte4,soccer_player_goals_plus_assists,Michal Sadílek: 4+ goals + assists,Michal Sadílek: 4+ goals + assists,No,1
2026-06-18,Group,fifwc-cze-rsa-2026-06-18,fifwc-cze-rsa-2026-06-18-goals-plus-assists-oswin-appollis-gte1,soccer_player_goals_plus_assists,Oswin Appollis: 1+ goals + assists,Oswin Appollis: 1+ goals + assists,Yes,0
