date,stage,slug,home,away,score,scoreSource,result90,advanced,wentToExtra,hadShootout,marketCount,childEvents,marketTypes
2026-06-11T19:00:00Z,Group,fifwc-mex-rsa-2026-06-11,Mexico,South Africa,2-0,exact_score,Mexico,,false,false,367,7,both_teams_to_score|both_teams_to_score_first_half|both_teams_to_score_second_half|first_half_totals|moneyline|second_half_totals|soccer_exact_score|soccer_first_corner|soccer_first_half_team_totals|soccer_first_half_total_corners|soccer_first_to_score|soccer_game_corners_odd_even|soccer_halftime_result|soccer_player_assists|soccer_player_goalkeeper_saves|soccer_player_goals|soccer_player_goals_plus_assists|soccer_player_shots|soccer_player_shots_on_target|soccer_second_half_result|soccer_second_half_team_totals|soccer_second_half_total_corners|soccer_team_total_corners|soccer_team_totals|spreads|total_corners|totals
2026-06-12T02:00:00Z,Group,fifwc-kr-cze-2026-06-11,Korea Republic,Czechia,2-1,exact_score,Korea Republic,,false,false,357,7,both_teams_to_score|both_teams_to_score_first_half|both_teams_to_score_second_half|first_half_totals|moneyline|second_half_totals|soccer_exact_score|soccer_first_corner|soccer_first_half_team_totals|soccer_first_half_total_corners|soccer_first_to_score|soccer_game_corners_odd_even|soccer_halftime_result|soccer_player_assists|soccer_player_goalkeeper_saves|soccer_player_goals|soccer_player_goals_plus_assists|soccer_player_shots|soccer_player_shots_on_target|soccer_second_half_result|soccer_second_half_team_totals|soccer_second_half_total_corners|soccer_team_totals|spreads|total_corners|totals
2026-06-12T19:00:00Z,Group,fifwc-can-bih-2026-06-12,Canada,Bosnia-Herzegovina,1-1,exact_score,Draw,,false,false,357,7,both_teams_to_score|both_teams_to_score_first_half|both_teams_to_score_second_half|first_half_totals|moneyline|second_half_totals|soccer_exact_score|soccer_first_corner|soccer_first_half_team_totals|soccer_first_half_total_corners|soccer_first_to_score|soccer_game_corners_odd_even|soccer_halftime_result|soccer_player_assists|soccer_player_goalkeeper_saves|soccer_player_goals|soccer_player_goals_plus_assists|soccer_player_shots|soccer_player_shots_on_target|soccer_second_half_result|soccer_second_half_team_totals|soccer_second_half_total_corners|soccer_team_total_corners|soccer_team_totals|spreads|total_corners|totals
2026-06-13T01:00:00Z,Group,fifwc-usa-par-2026-06-12,United States,Paraguay,4-1,totals_ladder,United States,,false,false,463,7,both_teams_to_score|both_teams_to_score_first_half|both_teams_to_score_second_half|first_half_totals|moneyline|second_half_totals|soccer_exact_score|soccer_first_corner|soccer_first_half_team_totals|soccer_first_half_total_corners|soccer_first_to_score|soccer_game_corners_odd_even|soccer_halftime_result|soccer_player_assists|soccer_player_goalkeeper_saves|soccer_player_goals|soccer_player_goals_plus_assists|soccer_player_shots|soccer_player_shots_on_target|soccer_second_half_result|soccer_second_half_team_totals|soccer_second_half_total_corners|soccer_team_total_corners|soccer_team_totals|spreads|total_corners|totals
2026-06-13T19:00:00Z,Group,fifwc-qat-che-2026-06-13,Qatar,Switzerland,1-1,exact_score,Draw,,false,false,497,7,both_teams_to_score|both_teams_to_score_first_half|both_teams_to_score_second_half|first_half_totals|moneyline|second_half_totals|soccer_exact_score|soccer_first_corner|soccer_first_half_team_totals|soccer_first_half_total_corners|soccer_first_to_score|soccer_game_corners_odd_even|soccer_halftime_result|soccer_player_assists|soccer_player_goalkeeper_saves|soccer_player_goals|soccer_player_goals_plus_assists|soccer_player_shots|soccer_player_shots_on_target|soccer_second_half_result|soccer_second_half_team_totals|soccer_second_half_total_corners|soccer_team_total_corners|soccer_team_totals|spreads|total_corners|totals
2026-06-13T22:00:00Z,Group,fifwc-bra-mar-2026-06-13,Brazil,Morocco,1-1,exact_score,Draw,,false,false,488,7,both_teams_to_score|both_teams_to_score_first_half|both_teams_to_score_second_half|first_half_totals|moneyline|second_half_totals|soccer_exact_score|soccer_first_corner|soccer_first_half_team_totals|soccer_first_half_total_corners|soccer_first_to_score|soccer_game_corners_odd_even|soccer_halftime_result|soccer_player_assists|soccer_player_goalkeeper_saves|soccer_player_goals|soccer_player_goals_plus_assists|soccer_player_shots|soccer_player_shots_on_target|soccer_second_half_result|soccer_second_half_team_totals|soccer_second_half_total_corners|soccer_team_total_corners|soccer_team_totals|spreads|total_corners|totals
2026-06-14T01:00:00Z,Group,fifwc-hai-sco-2026-06-13,Haiti,Scotland,0-1,exact_score,Scotland,,false,false,472,7,both_teams_to_score|both_teams_to_score_first_half|both_teams_to_score_second_half|first_half_totals|moneyline|second_half_totals|soccer_exact_score|soccer_first_corner|soccer_first_half_team_totals|soccer_first_half_total_corners|soccer_first_to_score|soccer_game_corners_odd_even|soccer_halftime_result|soccer_player_assists|soccer_player_goalkeeper_saves|soccer_player_goals|soccer_player_goals_plus_assists|soccer_player_shots|soccer_player_shots_on_target|soccer_second_half_result|soccer_second_half_team_totals|soccer_second_half_total_corners|soccer_team_total_corners|soccer_team_totals|spreads|total_corners|totals
2026-06-14T04:00:00Z,Group,fifwc-aus-tur-2026-06-14,Australia,Türkiye,2-0,exact_score,Australia,,false,false,466,7,both_teams_to_score|both_teams_to_score_first_half|both_teams_to_score_second_half|first_half_totals|moneyline|second_half_totals|soccer_exact_score|soccer_first_corner|soccer_first_half_team_totals|soccer_first_half_total_corners|soccer_first_to_score|soccer_game_corners_odd_even|soccer_halftime_result|soccer_player_assists|soccer_player_goalkeeper_saves|soccer_player_goals|soccer_player_goals_plus_assists|soccer_player_shots|soccer_player_shots_on_target|soccer_second_half_result|soccer_second_half_team_totals|soccer_second_half_total_corners|soccer_team_total_corners|soccer_team_totals|spreads|total_corners|totals
2026-06-14T17:00:00Z,Group,fifwc-ger-kor-2026-06-14,Germany,Curaçao,7-1,totals_ladder,Germany,,false,false,473,7,both_teams_to_score|both_teams_to_score_first_half|both_teams_to_score_second_half|first_half_totals|moneyline|second_half_totals|soccer_exact_score|soccer_first_corner|soccer_first_half_team_totals|soccer_first_half_total_corners|soccer_first_to_score|soccer_game_corners_odd_even|soccer_halftime_result|soccer_player_assists|soccer_player_goalkeeper_saves|soccer_player_goals|soccer_player_goals_plus_assists|soccer_player_shots|soccer_player_shots_on_target|soccer_second_half_result|soccer_second_half_team_totals|soccer_second_half_total_corners|soccer_team_total_corners|soccer_team_totals|spreads|total_corners|totals
2026-06-14T20:00:00Z,Group,fifwc-nld-jpn-2026-06-14,Netherlands,Japan,2-2,exact_score,Draw,,false,false,469,7,both_teams_to_score|both_teams_to_score_first_half|both_teams_to_score_second_half|first_half_totals|moneyline|second_half_totals|soccer_exact_score|soccer_first_corner|soccer_first_half_team_totals|soccer_first_half_total_corners|soccer_first_to_score|soccer_game_corners_odd_even|soccer_halftime_result|soccer_player_assists|soccer_player_goalkeeper_saves|soccer_player_goals|soccer_player_goals_plus_assists|soccer_player_shots|soccer_player_shots_on_target|soccer_second_half_result|soccer_second_half_team_totals|soccer_second_half_total_corners|soccer_team_total_corners|soccer_team_totals|spreads|total_corners|totals
2026-06-14T23:00:00Z,Group,fifwc-civ-ecu-2026-06-14,Côte d'Ivoire,Ecuador,1-0,exact_score,Côte d'Ivoire,,false,false,467,7,both_teams_to_score|both_teams_to_score_first_half|both_teams_to_score_second_half|first_half_totals|moneyline|second_half_totals|soccer_exact_score|soccer_first_corner|soccer_first_half_team_totals|soccer_first_half_total_corners|soccer_first_to_score|soccer_game_corners_odd_even|soccer_halftime_result|soccer_player_assists|soccer_player_goalkeeper_saves|soccer_player_goals|soccer_player_goals_plus_assists|soccer_player_shots|soccer_player_shots_on_target|soccer_second_half_result|soccer_second_half_team_totals|soccer_second_half_total_corners|soccer_team_total_corners|soccer_team_totals|spreads|total_corners|totals
2026-06-15T02:00:00Z,Group,fifwc-swe-tun-2026-06-14,Sweden,Tunisia,,,Sweden,,false,false,452,7,both_teams_to_score|both_teams_to_score_first_half|both_teams_to_score_second_half|first_half_totals|moneyline|second_half_totals|soccer_exact_score|soccer_first_corner|soccer_first_half_team_totals|soccer_first_half_total_corners|soccer_first_to_score|soccer_game_corners_odd_even|soccer_halftime_result|soccer_player_assists|soccer_player_goalkeeper_saves|soccer_player_goals|soccer_player_goals_plus_assists|soccer_player_shots|soccer_player_shots_on_target|soccer_second_half_result|soccer_second_half_team_totals|soccer_second_half_total_corners|soccer_team_total_corners|soccer_team_totals|spreads|total_corners|totals
2026-06-15T16:00:00Z,Group,fifwc-esp-cvi-2026-06-15,Spain,Cabo Verde,0-0,exact_score,Draw,,false,false,464,7,both_teams_to_score|both_teams_to_score_first_half|both_teams_to_score_second_half|first_half_totals|moneyline|second_half_totals|soccer_exact_score|soccer_first_corner|soccer_first_half_team_totals|soccer_first_half_total_corners|soccer_first_to_score|soccer_game_corners_odd_even|soccer_halftime_result|soccer_player_assists|soccer_player_goalkeeper_saves|soccer_player_goals|soccer_player_goals_plus_assists|soccer_player_shots|soccer_player_shots_on_target|soccer_second_half_result|soccer_second_half_team_totals|soccer_second_half_total_corners|soccer_team_total_corners|soccer_team_totals|spreads|total_corners|totals
2026-06-15T19:00:00Z,Group,fifwc-bel-egy-2026-06-15,Belgium,Egypt,1-1,exact_score,Draw,,false,false,454,7,both_teams_to_score|both_teams_to_score_first_half|both_teams_to_score_second_half|first_half_totals|moneyline|second_half_totals|soccer_exact_score|soccer_first_corner|soccer_first_half_team_totals|soccer_first_half_total_corners|soccer_first_to_score|soccer_game_corners_odd_even|soccer_halftime_result|soccer_player_assists|soccer_player_goalkeeper_saves|soccer_player_goals|soccer_player_goals_plus_assists|soccer_player_shots|soccer_player_shots_on_target|soccer_second_half_result|soccer_second_half_team_totals|soccer_second_half_total_corners|soccer_team_total_corners|soccer_team_totals|spreads|total_corners|totals
2026-06-15T22:00:00Z,Group,fifwc-ksa-ury-2026-06-15,Saudi Arabia,Uruguay,1-1,exact_score,Draw,,false,false,494,7,both_teams_to_score|both_teams_to_score_first_half|both_teams_to_score_second_half|first_half_totals|moneyline|second_half_totals|soccer_exact_score|soccer_first_corner|soccer_first_half_team_totals|soccer_first_half_total_corners|soccer_first_to_score|soccer_game_corners_odd_even|soccer_halftime_result|soccer_player_assists|soccer_player_goalkeeper_saves|soccer_player_goals|soccer_player_goals_plus_assists|soccer_player_shots|soccer_player_shots_on_target|soccer_second_half_result|soccer_second_half_team_totals|soccer_second_half_total_corners|soccer_team_total_corners|soccer_team_totals|spreads|total_corners|totals
2026-06-16T01:00:00Z,Group,fifwc-irn-nzl-2026-06-15,IR Iran,New Zealand,2-2,exact_score,Draw,,false,false,393,7,both_teams_to_score|both_teams_to_score_first_half|both_teams_to_score_second_half|first_half_totals|moneyline|second_half_totals|soccer_exact_score|soccer_first_corner|soccer_first_half_team_totals|soccer_first_half_total_corners|soccer_first_to_score|soccer_game_corners_odd_even|soccer_halftime_result|soccer_player_assists|soccer_player_goalkeeper_saves|soccer_player_goals|soccer_player_goals_plus_assists|soccer_player_shots|soccer_player_shots_on_target|soccer_second_half_result|soccer_second_half_team_totals|soccer_second_half_total_corners|soccer_team_total_corners|soccer_team_totals|spreads|total_corners|totals
2026-06-16T19:00:00Z,Group,fifwc-fra-sen-2026-06-16,France,Senegal,3-1,exact_score,France,,false,false,324,7,both_teams_to_score|both_teams_to_score_first_half|both_teams_to_score_second_half|first_half_totals|moneyline|second_half_totals|soccer_exact_score|soccer_first_corner|soccer_first_half_team_totals|soccer_first_half_total_corners|soccer_first_to_score|soccer_game_corners_odd_even|soccer_halftime_result|soccer_player_assists|soccer_player_goalkeeper_saves|soccer_player_goals|soccer_player_goals_plus_assists|soccer_player_shots|soccer_player_shots_on_target|soccer_second_half_result|soccer_second_half_team_totals|soccer_second_half_total_corners|soccer_team_total_corners|soccer_team_totals|spreads|total_corners|totals
2026-06-16T22:00:00Z,Group,fifwc-irq-nor-2026-06-16,Iraq,Norway,1-4,totals_ladder,Norway,,false,false,332,7,both_teams_to_score|both_teams_to_score_first_half|both_teams_to_score_second_half|first_half_totals|moneyline|second_half_totals|soccer_exact_score|soccer_first_corner|soccer_first_half_team_totals|soccer_first_half_total_corners|soccer_first_to_score|soccer_game_corners_odd_even|soccer_halftime_result|soccer_player_assists|soccer_player_goalkeeper_saves|soccer_player_goals|soccer_player_goals_plus_assists|soccer_player_shots|soccer_player_shots_on_target|soccer_second_half_result|soccer_second_half_team_totals|soccer_second_half_total_corners|soccer_team_total_corners|soccer_team_totals|spreads|total_corners|totals
2026-06-17T01:00:00Z,Group,fifwc-arg-alg-2026-06-16,Argentina,Algeria,3-0,exact_score,Argentina,,false,false,389,7,both_teams_to_score|both_teams_to_score_first_half|both_teams_to_score_second_half|first_half_totals|moneyline|second_half_totals|soccer_exact_score|soccer_first_corner|soccer_first_half_team_totals|soccer_first_half_total_corners|soccer_first_to_score|soccer_game_corners_odd_even|soccer_halftime_result|soccer_player_assists|soccer_player_goalkeeper_saves|soccer_player_goals|soccer_player_goals_plus_assists|soccer_player_shots|soccer_player_shots_on_target|soccer_second_half_result|soccer_second_half_team_totals|soccer_second_half_total_corners|soccer_team_total_corners|soccer_team_totals|spreads|total_corners|totals
2026-06-17T04:00:00Z,Group,fifwc-aut-jor-2026-06-17,Austria,Jordan,3-1,exact_score,Austria,,false,false,379,7,both_teams_to_score|both_teams_to_score_first_half|both_teams_to_score_second_half|first_half_totals|moneyline|second_half_totals|soccer_exact_score|soccer_first_corner|soccer_first_half_team_totals|soccer_first_half_total_corners|soccer_first_to_score|soccer_game_corners_odd_even|soccer_halftime_result|soccer_player_assists|soccer_player_goalkeeper_saves|soccer_player_goals|soccer_player_goals_plus_assists|soccer_player_shots|soccer_player_shots_on_target|soccer_second_half_result|soccer_second_half_team_totals|soccer_second_half_total_corners|soccer_team_total_corners|soccer_team_totals|spreads|total_corners|totals
2026-06-17T17:00:00Z,Group,fifwc-prt-cdr-2026-06-17,Portugal,DR Congo,1-1,exact_score,Draw,,false,false,388,7,both_teams_to_score|both_teams_to_score_first_half|both_teams_to_score_second_half|first_half_totals|moneyline|second_half_totals|soccer_exact_score|soccer_first_corner|soccer_first_half_team_totals|soccer_first_half_total_corners|soccer_first_to_score|soccer_game_corners_odd_even|soccer_halftime_result|soccer_player_assists|soccer_player_goalkeeper_saves|soccer_player_goals|soccer_player_goals_plus_assists|soccer_player_shots|soccer_player_shots_on_target|soccer_second_half_result|soccer_second_half_team_totals|soccer_second_half_total_corners|soccer_team_total_corners|soccer_team_totals|spreads|total_corners|totals
2026-06-17T20:00:00Z,Group,fifwc-eng-hrv-2026-06-17,England,Croatia,4-2,totals_ladder,England,,false,false,504,7,both_teams_to_score|both_teams_to_score_first_half|both_teams_to_score_second_half|first_half_totals|moneyline|second_half_totals|soccer_exact_score|soccer_first_corner|soccer_first_half_team_totals|soccer_first_half_total_corners|soccer_first_to_score|soccer_game_corners_odd_even|soccer_halftime_result|soccer_player_assists|soccer_player_goalkeeper_saves|soccer_player_goals|soccer_player_goals_plus_assists|soccer_player_shots|soccer_player_shots_on_target|soccer_second_half_result|soccer_second_half_team_totals|soccer_second_half_total_corners|soccer_team_total_corners|soccer_team_totals|spreads|total_corners|totals
2026-06-17T23:00:00Z,Group,fifwc-gha-pan-2026-06-17,Ghana,Panama,1-0,exact_score,Ghana,,false,false,405,7,both_teams_to_score|both_teams_to_score_first_half|both_teams_to_score_second_half|first_half_totals|moneyline|second_half_totals|soccer_exact_score|soccer_first_corner|soccer_first_half_team_totals|soccer_first_half_total_corners|soccer_first_to_score|soccer_game_corners_odd_even|soccer_halftime_result|soccer_player_assists|soccer_player_goalkeeper_saves|soccer_player_goals|soccer_player_goals_plus_assists|soccer_player_shots|soccer_player_shots_on_target|soccer_second_half_result|soccer_second_half_team_totals|soccer_second_half_total_corners|soccer_team_total_corners|soccer_team_totals|spreads|total_corners|totals
2026-06-18T02:00:00Z,Group,fifwc-uzb-col-2026-06-17,Uzbekistan,Colombia,1-3,exact_score,Colombia,,false,false,366,7,both_teams_to_score|both_teams_to_score_first_half|both_teams_to_score_second_half|first_half_totals|moneyline|second_half_totals|soccer_exact_score|soccer_first_corner|soccer_first_half_team_totals|soccer_first_half_total_corners|soccer_first_to_score|soccer_game_corners_odd_even|soccer_halftime_result|soccer_player_assists|soccer_player_goalkeeper_saves|soccer_player_goals|soccer_player_goals_plus_assists|soccer_player_shots|soccer_player_shots_on_target|soccer_second_half_result|soccer_second_half_team_totals|soccer_second_half_total_corners|soccer_team_total_corners|soccer_team_totals|spreads|total_corners|totals
2026-06-18T16:00:00Z,Group,fifwc-cze-rsa-2026-06-18,Czechia,South Africa,1-1,exact_score,Draw,,false,false,396,7,both_teams_to_score|both_teams_to_score_first_half|both_teams_to_score_second_half|first_half_totals|moneyline|second_half_totals|soccer_exact_score|soccer_first_corner|soccer_first_half_team_totals|soccer_first_half_total_corners|soccer_first_to_score|soccer_game_corners_odd_even|soccer_halftime_result|soccer_player_assists|soccer_player_goalkeeper_saves|soccer_player_goals|soccer_player_goals_plus_assists|soccer_player_shots|soccer_player_shots_on_target|soccer_second_half_result|soccer_second_half_team_totals|soccer_second_half_total_corners|soccer_team_total_corners|soccer_team_totals|spreads|total_corners|totals
2026-06-18T19:00:00Z,Group,fifwc-che-bih-2026-06-18,Switzerland,Bosnia-Herzegovina,4-1,totals_ladder,Switzerland,,false,false,416,7,both_teams_to_score|both_teams_to_score_first_half|both_teams_to_score_second_half|first_half_totals|moneyline|second_half_totals|soccer_exact_score|soccer_first_corner|soccer_first_half_team_totals|soccer_first_half_total_corners|soccer_first_to_score|soccer_game_corners_odd_even|soccer_halftime_result|soccer_player_assists|soccer_player_goalkeeper_saves|soccer_player_goals|soccer_player_goals_plus_assists|soccer_player_shots|soccer_player_shots_on_target|soccer_second_half_result|soccer_second_half_team_totals|soccer_second_half_total_corners|soccer_team_total_corners|soccer_team_totals|spreads|total_corners|totals
2026-06-18T22:00:00Z,Group,fifwc-can-qat-2026-06-18,Canada,Qatar,6-0,totals_ladder,Canada,,false,false,336,7,both_teams_to_score|both_teams_to_score_first_half|both_teams_to_score_second_half|first_half_totals|moneyline|second_half_totals|soccer_exact_score|soccer_first_corner|soccer_first_half_team_totals|soccer_first_half_total_corners|soccer_first_to_score|soccer_game_corners_odd_even|soccer_halftime_result|soccer_player_assists|soccer_player_goalkeeper_saves|soccer_player_goals|soccer_player_goals_plus_assists|soccer_player_shots|soccer_player_shots_on_target|soccer_second_half_result|soccer_second_half_team_totals|soccer_second_half_total_corners|soccer_team_total_corners|soccer_team_totals|spreads|total_corners|totals
2026-06-19T01:00:00Z,Group,fifwc-mex-kr-2026-06-18,Mexico,Korea Republic,1-0,exact_score,Mexico,,false,false,408,7,both_teams_to_score|both_teams_to_score_first_half|both_teams_to_score_second_half|first_half_totals|moneyline|second_half_totals|soccer_exact_score|soccer_first_corner|soccer_first_half_team_totals|soccer_first_half_total_corners|soccer_first_to_score|soccer_game_corners_odd_even|soccer_halftime_result|soccer_player_assists|soccer_player_goalkeeper_saves|soccer_player_goals|soccer_player_goals_plus_assists|soccer_player_shots|soccer_player_shots_on_target|soccer_second_half_result|soccer_second_half_team_totals|soccer_second_half_total_corners|soccer_team_total_corners|soccer_team_totals|spreads|total_corners|totals
2026-06-19T19:00:00Z,Group,fifwc-usa-aus-2026-06-19,United States,Australia,2-0,exact_score,United States,,false,false,377,7,both_teams_to_score|both_teams_to_score_first_half|both_teams_to_score_second_half|first_half_totals|moneyline|second_half_totals|soccer_exact_score|soccer_first_corner|soccer_first_half_team_totals|soccer_first_half_total_corners|soccer_first_to_score|soccer_game_corners_odd_even|soccer_halftime_result|soccer_player_assists|soccer_player_goalkeeper_saves|soccer_player_goals|soccer_player_goals_plus_assists|soccer_player_shots|soccer_player_shots_on_target|soccer_second_half_result|soccer_second_half_team_totals|soccer_second_half_total_corners|soccer_team_total_corners|soccer_team_totals|spreads|total_corners|totals
2026-06-19T22:00:00Z,Group,fifwc-sco-mar-2026-06-19,Scotland,Morocco,0-1,exact_score,Morocco,,false,false,394,7,both_teams_to_score|both_teams_to_score_first_half|both_teams_to_score_second_half|first_half_totals|moneyline|second_half_totals|soccer_exact_score|soccer_first_corner|soccer_first_half_team_totals|soccer_first_half_total_corners|soccer_first_to_score|soccer_game_corners_odd_even|soccer_halftime_result|soccer_player_assists|soccer_player_goalkeeper_saves|soccer_player_goals|soccer_player_goals_plus_assists|soccer_player_shots|soccer_player_shots_on_target|soccer_second_half_result|soccer_second_half_team_totals|soccer_second_half_total_corners|soccer_team_total_corners|soccer_team_totals|spreads|total_corners|totals
2026-06-20T00:30:00Z,Group,fifwc-bra-hai-2026-06-19,Brazil,Haiti,3-0,exact_score,Brazil,,false,false,348,7,both_teams_to_score|both_teams_to_score_first_half|both_teams_to_score_second_half|first_half_totals|moneyline|second_half_totals|soccer_exact_score|soccer_first_corner|soccer_first_half_team_totals|soccer_first_half_total_corners|soccer_first_to_score|soccer_game_corners_odd_even|soccer_halftime_result|soccer_player_assists|soccer_player_goalkeeper_saves|soccer_player_goals|soccer_player_goals_plus_assists|soccer_player_shots|soccer_player_shots_on_target|soccer_second_half_result|soccer_second_half_team_totals|soccer_second_half_total_corners|soccer_team_total_corners|soccer_team_totals|spreads|total_corners|totals
2026-06-20T03:00:00Z,Group,fifwc-tur-par-2026-06-19,Türkiye,Paraguay,0-1,exact_score,Paraguay,,false,false,365,7,both_teams_to_score|both_teams_to_score_first_half|both_teams_to_score_second_half|first_half_totals|moneyline|second_half_totals|soccer_exact_score|soccer_first_corner|soccer_first_half_team_totals|soccer_first_half_total_corners|soccer_first_to_score|soccer_game_corners_odd_even|soccer_halftime_result|soccer_player_assists|soccer_player_goalkeeper_saves|soccer_player_goals|soccer_player_goals_plus_assists|soccer_player_shots|soccer_player_shots_on_target|soccer_second_half_result|soccer_second_half_team_totals|soccer_second_half_total_corners|soccer_team_total_corners|soccer_team_totals|spreads|total_corners|totals
2026-06-20T17:00:00Z,Group,fifwc-nld-swe-2026-06-20,Netherlands,Sweden,5-1,totals_ladder,Netherlands,,false,false,364,7,both_teams_to_score|both_teams_to_score_first_half|both_teams_to_score_second_half|first_half_totals|moneyline|second_half_totals|soccer_exact_score|soccer_first_corner|soccer_first_half_team_totals|soccer_first_half_total_corners|soccer_first_to_score|soccer_game_corners_odd_even|soccer_halftime_result|soccer_player_assists|soccer_player_goalkeeper_saves|soccer_player_goals|soccer_player_goals_plus_assists|soccer_player_shots|soccer_player_shots_on_target|soccer_second_half_result|soccer_second_half_team_totals|soccer_second_half_total_corners|soccer_team_total_corners|soccer_team_totals|spreads|total_corners|totals
2026-06-20T20:00:00Z,Group,fifwc-ger-civ-2026-06-20,Germany,Côte d'Ivoire,2-1,exact_score,Germany,,false,false,375,7,both_teams_to_score|both_teams_to_score_first_half|both_teams_to_score_second_half|first_half_totals|moneyline|second_half_totals|soccer_exact_score|soccer_first_corner|soccer_first_half_team_totals|soccer_first_half_total_corners|soccer_first_to_score|soccer_game_corners_odd_even|soccer_halftime_result|soccer_player_assists|soccer_player_goalkeeper_saves|soccer_player_goals|soccer_player_goals_plus_assists|soccer_player_shots|soccer_player_shots_on_target|soccer_second_half_result|soccer_second_half_team_totals|soccer_second_half_total_corners|soccer_team_total_corners|soccer_team_totals|spreads|total_corners|totals
2026-06-21T00:00:00Z,Group,fifwc-ecu-kor-2026-06-20,Ecuador,Curaçao,0-0,exact_score,Draw,,false,false,352,7,both_teams_to_score|both_teams_to_score_first_half|both_teams_to_score_second_half|first_half_totals|moneyline|second_half_totals|soccer_exact_score|soccer_first_corner|soccer_first_half_team_totals|soccer_first_half_total_corners|soccer_first_to_score|soccer_game_corners_odd_even|soccer_halftime_result|soccer_player_assists|soccer_player_goalkeeper_saves|soccer_player_goals|soccer_player_goals_plus_assists|soccer_player_shots|soccer_player_shots_on_target|soccer_second_half_result|soccer_second_half_team_totals|soccer_second_half_total_corners|soccer_team_total_corners|soccer_team_totals|spreads|total_corners|totals
2026-06-21T04:00:00Z,Group,fifwc-tun-jpn-2026-06-21,Tunisia,Japan,0-4,totals_ladder,Japan,,false,false,359,7,both_teams_to_score|both_teams_to_score_first_half|both_teams_to_score_second_half|first_half_totals|moneyline|second_half_totals|soccer_exact_score|soccer_first_corner|soccer_first_half_team_totals|soccer_first_half_total_corners|soccer_first_to_score|soccer_game_corners_odd_even|soccer_halftime_result|soccer_player_assists|soccer_player_goalkeeper_saves|soccer_player_goals|soccer_player_goals_plus_assists|soccer_player_shots|soccer_player_shots_on_target|soccer_second_half_result|soccer_second_half_team_totals|soccer_second_half_total_corners|soccer_team_total_corners|soccer_team_totals|spreads|total_corners|totals
2026-06-21T16:00:00Z,Group,fifwc-esp-ksa-2026-06-21,Spain,Saudi Arabia,4-0,totals_ladder,Spain,,false,false,382,7,both_teams_to_score|both_teams_to_score_first_half|both_teams_to_score_second_half|first_half_totals|moneyline|second_half_totals|soccer_exact_score|soccer_first_corner|soccer_first_half_team_totals|soccer_first_half_total_corners|soccer_first_to_score|soccer_game_corners_odd_even|soccer_halftime_result|soccer_player_assists|soccer_player_goalkeeper_saves|soccer_player_goals|soccer_player_goals_plus_assists|soccer_player_shots|soccer_player_shots_on_target|soccer_second_half_result|soccer_second_half_team_totals|soccer_second_half_total_corners|soccer_team_total_corners|soccer_team_totals|spreads|total_corners|totals
