date,stage,slug,home,away,score,scoreSource,result90,advanced,wentToExtra,hadShootout,marketCount,childEvents,marketTypes
2026-06-30T21:00:00Z,Round of 32,fifwc-fra-swe-2026-06-30,France,Sweden,3-0,exact_score,France,France,false,false,305,7,both_teams_to_score|both_teams_to_score_first_half|both_teams_to_score_second_half|first_half_totals|moneyline|second_half_totals|soccer_exact_score|soccer_extra_time|soccer_first_corner|soccer_first_half_team_totals|soccer_first_half_total_corners|soccer_first_to_score|soccer_game_corners_odd_even|soccer_halftime_result|soccer_penalty_shootout|soccer_player_assists|soccer_player_goalkeeper_saves|soccer_player_goals|soccer_player_goals_plus_assists|soccer_player_shots|soccer_player_shots_on_target|soccer_second_half_result|soccer_second_half_team_totals|soccer_second_half_total_corners|soccer_team_to_advance|soccer_team_total_corners|soccer_team_totals|spreads|total_corners|totals
2026-07-01T01:00:00Z,Round of 32,fifwc-mex-ecu-2026-06-30,Mexico,Ecuador,2-0,exact_score,Mexico,Mexico,false,false,310,7,both_teams_to_score|both_teams_to_score_first_half|both_teams_to_score_second_half|first_half_totals|moneyline|second_half_totals|soccer_exact_score|soccer_extra_time|soccer_first_corner|soccer_first_half_team_totals|soccer_first_half_total_corners|soccer_first_to_score|soccer_game_corners_odd_even|soccer_halftime_result|soccer_penalty_shootout|soccer_player_assists|soccer_player_goalkeeper_saves|soccer_player_goals|soccer_player_goals_plus_assists|soccer_player_shots|soccer_player_shots_on_target|soccer_second_half_result|soccer_second_half_team_totals|soccer_second_half_total_corners|soccer_team_to_advance|soccer_team_total_corners|soccer_team_totals|spreads|total_corners|totals
2026-07-01T16:00:00Z,Round of 32,fifwc-eng-cdr-2026-07-01,England,DR Congo,2-1,exact_score,England,England,false,false,250,7,both_teams_to_score|both_teams_to_score_first_half|both_teams_to_score_second_half|first_half_totals|moneyline|second_half_totals|soccer_exact_score|soccer_extra_time|soccer_first_corner|soccer_first_half_team_totals|soccer_first_half_total_corners|soccer_first_to_score|soccer_game_corners_odd_even|soccer_halftime_result|soccer_penalty_shootout|soccer_player_assists|soccer_player_goalkeeper_saves|soccer_player_goals|soccer_player_goals_plus_assists|soccer_player_shots|soccer_player_shots_on_target|soccer_second_half_result|soccer_second_half_team_totals|soccer_second_half_total_corners|soccer_team_to_advance|soccer_team_total_corners|soccer_team_totals|spreads|total_corners|totals
2026-07-01T20:00:00Z,Round of 32,fifwc-bel-sen-2026-07-01,Belgium,Senegal,2-2,exact_score,Draw,Belgium,true,false,297,7,both_teams_to_score|both_teams_to_score_first_half|both_teams_to_score_second_half|first_half_totals|moneyline|second_half_totals|soccer_exact_score|soccer_extra_time|soccer_first_corner|soccer_first_half_team_totals|soccer_first_half_total_corners|soccer_first_to_score|soccer_game_corners_odd_even|soccer_halftime_result|soccer_penalty_shootout|soccer_player_assists|soccer_player_goalkeeper_saves|soccer_player_goals|soccer_player_goals_plus_assists|soccer_player_shots|soccer_player_shots_on_target|soccer_second_half_result|soccer_second_half_team_totals|soccer_second_half_total_corners|soccer_team_to_advance|soccer_team_total_corners|soccer_team_totals|spreads|total_corners|totals
2026-07-02T00:00:00Z,Round of 32,fifwc-usa-bih-2026-07-01,United States,Bosnia and Herzegovina,2-0,exact_score,United States,United States,false,false,330,7,both_teams_to_score|both_teams_to_score_first_half|both_teams_to_score_second_half|first_half_totals|moneyline|second_half_totals|soccer_exact_score|soccer_extra_time|soccer_first_corner|soccer_first_half_team_totals|soccer_first_half_total_corners|soccer_first_to_score|soccer_game_corners_odd_even|soccer_halftime_result|soccer_penalty_shootout|soccer_player_assists|soccer_player_goalkeeper_saves|soccer_player_goals|soccer_player_goals_plus_assists|soccer_player_shots|soccer_player_shots_on_target|soccer_second_half_result|soccer_second_half_team_totals|soccer_second_half_total_corners|soccer_team_to_advance|soccer_team_total_corners|soccer_team_totals|spreads|total_corners|totals
2026-07-02T19:00:00Z,Round of 32,fifwc-esp-aut-2026-07-02,Spain,Austria,3-0,exact_score,Spain,Spain,false,false,354,7,both_teams_to_score|both_teams_to_score_first_half|both_teams_to_score_second_half|first_half_totals|moneyline|second_half_totals|soccer_exact_score|soccer_extra_time|soccer_first_corner|soccer_first_half_team_totals|soccer_first_half_total_corners|soccer_first_to_score|soccer_game_corners_odd_even|soccer_halftime_result|soccer_penalty_shootout|soccer_player_assists|soccer_player_goalkeeper_saves|soccer_player_goals|soccer_player_goals_plus_assists|soccer_player_shots|soccer_player_shots_on_target|soccer_second_half_result|soccer_second_half_team_totals|soccer_second_half_total_corners|soccer_team_to_advance|soccer_team_total_corners|soccer_team_totals|spreads|total_corners|totals
2026-07-02T23:00:00Z,Round of 32,fifwc-prt-hrv-2026-07-02,Portugal,Croatia,2-1,exact_score,Portugal,Portugal,false,false,331,7,both_teams_to_score|both_teams_to_score_first_half|both_teams_to_score_second_half|first_half_totals|moneyline|second_half_totals|soccer_exact_score|soccer_extra_time|soccer_first_corner|soccer_first_half_team_totals|soccer_first_half_total_corners|soccer_first_to_score|soccer_game_corners_odd_even|soccer_halftime_result|soccer_penalty_shootout|soccer_player_assists|soccer_player_goalkeeper_saves|soccer_player_goals|soccer_player_goals_plus_assists|soccer_player_shots|soccer_player_shots_on_target|soccer_second_half_result|soccer_second_half_team_totals|soccer_second_half_total_corners|soccer_team_to_advance|soccer_team_total_corners|soccer_team_totals|spreads|total_corners|totals
2026-07-03T03:00:00Z,Round of 32,fifwc-che-alg-2026-07-02,Switzerland,Algeria,2-0,exact_score,Switzerland,Switzerland,false,false,333,7,both_teams_to_score|both_teams_to_score_first_half|both_teams_to_score_second_half|first_half_totals|moneyline|second_half_totals|soccer_exact_score|soccer_extra_time|soccer_first_corner|soccer_first_half_team_totals|soccer_first_half_total_corners|soccer_first_to_score|soccer_game_corners_odd_even|soccer_halftime_result|soccer_penalty_shootout|soccer_player_assists|soccer_player_goalkeeper_saves|soccer_player_goals|soccer_player_goals_plus_assists|soccer_player_shots|soccer_player_shots_on_target|soccer_second_half_result|soccer_second_half_team_totals|soccer_second_half_total_corners|soccer_team_to_advance|soccer_team_total_corners|soccer_team_totals|spreads|total_corners|totals
2026-07-03T18:00:00Z,Round of 32,fifwc-aus-egy-2026-07-03,Australia,Egypt,1-1,exact_score,Draw,Egypt,true,true,237,7,both_teams_to_score|both_teams_to_score_first_half|both_teams_to_score_second_half|first_half_totals|moneyline|second_half_totals|soccer_exact_score|soccer_extra_time|soccer_first_corner|soccer_first_half_team_totals|soccer_first_half_total_corners|soccer_first_to_score|soccer_game_corners_odd_even|soccer_halftime_result|soccer_penalty_shootout|soccer_player_assists|soccer_player_goalkeeper_saves|soccer_player_goals|soccer_player_goals_plus_assists|soccer_player_shots|soccer_player_shots_on_target|soccer_second_half_result|soccer_second_half_team_totals|soccer_second_half_total_corners|soccer_team_to_advance|soccer_team_total_corners|soccer_team_totals|spreads|total_corners|totals
2026-07-03T22:00:00Z,Round of 32,fifwc-arg-cvi-2026-07-03,Argentina,Cabo Verde,1-1,exact_score,Draw,Argentina,true,false,199,7,both_teams_to_score|both_teams_to_score_first_half|both_teams_to_score_second_half|first_half_totals|moneyline|second_half_totals|soccer_exact_score|soccer_extra_time|soccer_first_corner|soccer_first_half_team_totals|soccer_first_half_total_corners|soccer_first_to_score|soccer_game_corners_odd_even|soccer_halftime_result|soccer_penalty_shootout|soccer_player_assists|soccer_player_goalkeeper_saves|soccer_player_goals|soccer_player_goals_plus_assists|soccer_player_shots|soccer_player_shots_on_target|soccer_second_half_result|soccer_second_half_team_totals|soccer_second_half_total_corners|soccer_team_to_advance|soccer_team_total_corners|soccer_team_totals|spreads|total_corners|totals
2026-07-04T01:30:00Z,Round of 16,fifwc-col-gha-2026-07-03,Colombia,Ghana,1-0,exact_score,Colombia,Colombia,false,false,221,7,both_teams_to_score|both_teams_to_score_first_half|both_teams_to_score_second_half|first_half_totals|moneyline|second_half_totals|soccer_exact_score|soccer_extra_time|soccer_first_corner|soccer_first_half_team_totals|soccer_first_half_total_corners|soccer_first_to_score|soccer_game_corners_odd_even|soccer_halftime_result|soccer_penalty_shootout|soccer_player_assists|soccer_player_goalkeeper_saves|soccer_player_goals|soccer_player_goals_plus_assists|soccer_player_shots|soccer_player_shots_on_target|soccer_second_half_result|soccer_second_half_team_totals|soccer_second_half_total_corners|soccer_team_to_advance|soccer_team_total_corners|soccer_team_totals|spreads|total_corners|totals
2026-07-04T17:00:00Z,Round of 16,fifwc-can-mar-2026-07-04,Canada,Morocco,0-3,exact_score,Morocco,Morocco,false,false,231,7,both_teams_to_score|both_teams_to_score_first_half|both_teams_to_score_second_half|first_half_totals|moneyline|second_half_totals|soccer_exact_score|soccer_extra_time|soccer_first_corner|soccer_first_half_team_totals|soccer_first_half_total_corners|soccer_first_to_score|soccer_game_corners_odd_even|soccer_halftime_result|soccer_penalty_shootout|soccer_player_assists|soccer_player_goalkeeper_saves|soccer_player_goals|soccer_player_goals_plus_assists|soccer_player_shots|soccer_player_shots_on_target|soccer_second_half_result|soccer_second_half_team_totals|soccer_second_half_total_corners|soccer_team_to_advance|soccer_team_total_corners|soccer_team_totals|spreads|total_corners|totals
2026-07-04T21:00:00Z,Round of 16,fifwc-par-fra-2026-07-04,Paraguay,France,0-1,exact_score,France,France,false,false,223,7,both_teams_to_score|both_teams_to_score_first_half|both_teams_to_score_second_half|first_half_totals|moneyline|second_half_totals|soccer_exact_score|soccer_extra_time|soccer_first_corner|soccer_first_half_team_totals|soccer_first_half_total_corners|soccer_first_to_score|soccer_game_corners_odd_even|soccer_halftime_result|soccer_penalty_shootout|soccer_player_assists|soccer_player_goalkeeper_saves|soccer_player_goals|soccer_player_goals_plus_assists|soccer_player_shots|soccer_player_shots_on_target|soccer_second_half_result|soccer_second_half_team_totals|soccer_second_half_total_corners|soccer_team_to_advance|soccer_team_total_corners|soccer_team_totals|spreads|total_corners|totals
2026-07-05T20:00:00Z,Round of 16,fifwc-bra-nor-2026-07-05,Brazil,Norway,1-2,exact_score,Norway,Norway,false,false,233,7,both_teams_to_score|both_teams_to_score_first_half|both_teams_to_score_second_half|first_half_totals|moneyline|second_half_totals|soccer_exact_score|soccer_extra_time|soccer_first_corner|soccer_first_half_team_totals|soccer_first_half_total_corners|soccer_first_to_score|soccer_game_corners_odd_even|soccer_halftime_result|soccer_penalty_shootout|soccer_player_assists|soccer_player_goalkeeper_saves|soccer_player_goals|soccer_player_goals_plus_assists|soccer_player_shots|soccer_player_shots_on_target|soccer_second_half_result|soccer_second_half_team_totals|soccer_second_half_total_corners|soccer_team_to_advance|soccer_team_total_corners|soccer_team_totals|spreads|total_corners|totals
2026-07-06T00:00:00Z,Round of 16,fifwc-mex-eng-2026-07-05,Mexico,England,2-3,exact_score,England,England,false,false,218,7,both_teams_to_score|both_teams_to_score_first_half|both_teams_to_score_second_half|first_half_totals|moneyline|second_half_totals|soccer_exact_score|soccer_extra_time|soccer_first_corner|soccer_first_half_team_totals|soccer_first_half_total_corners|soccer_first_to_score|soccer_game_corners_odd_even|soccer_halftime_result|soccer_penalty_shootout|soccer_player_assists|soccer_player_goalkeeper_saves|soccer_player_goals|soccer_player_goals_plus_assists|soccer_player_shots|soccer_player_shots_on_target|soccer_second_half_result|soccer_second_half_team_totals|soccer_second_half_total_corners|soccer_team_to_advance|soccer_team_total_corners|soccer_team_totals|spreads|total_corners|totals
2026-07-06T19:00:00Z,Round of 16,fifwc-prt-esp-2026-07-06,Portugal,Spain,0-1,exact_score,Spain,Spain,false,false,364,7,both_teams_to_score|both_teams_to_score_first_half|both_teams_to_score_second_half|first_half_totals|moneyline|second_half_totals|soccer_exact_score|soccer_extra_time|soccer_first_corner|soccer_first_half_team_totals|soccer_first_half_total_corners|soccer_first_to_score|soccer_game_corners_odd_even|soccer_halftime_result|soccer_penalty_shootout|soccer_player_assists|soccer_player_goalkeeper_saves|soccer_player_goals|soccer_player_goals_plus_assists|soccer_player_shots|soccer_player_shots_on_target|soccer_second_half_result|soccer_second_half_team_totals|soccer_second_half_total_corners|soccer_team_to_advance|soccer_team_total_corners|soccer_team_totals|spreads|total_corners|totals
2026-07-07T00:00:00Z,Round of 16,fifwc-usa-bel-2026-07-06,United States,Belgium,1-4,totals_ladder,Belgium,Belgium,false,false,390,7,both_teams_to_score|both_teams_to_score_first_half|both_teams_to_score_second_half|first_half_totals|moneyline|second_half_totals|soccer_exact_score|soccer_extra_time|soccer_first_corner|soccer_first_half_team_totals|soccer_first_half_total_corners|soccer_first_to_score|soccer_game_corners_odd_even|soccer_halftime_result|soccer_penalty_shootout|soccer_player_assists|soccer_player_goalkeeper_saves|soccer_player_goals|soccer_player_goals_plus_assists|soccer_player_shots|soccer_player_shots_on_target|soccer_second_half_result|soccer_second_half_team_totals|soccer_second_half_total_corners|soccer_team_to_advance|soccer_team_total_corners|soccer_team_totals|spreads|total_corners|totals
2026-07-07T16:00:00Z,Round of 16,fifwc-arg-egy-2026-07-07,Argentina,Egypt,3-2,exact_score,Argentina,Argentina,false,false,337,7,both_teams_to_score|both_teams_to_score_first_half|both_teams_to_score_second_half|first_half_totals|moneyline|second_half_totals|soccer_exact_score|soccer_extra_time|soccer_first_corner|soccer_first_half_team_totals|soccer_first_half_total_corners|soccer_first_to_score|soccer_game_corners_odd_even|soccer_halftime_result|soccer_penalty_shootout|soccer_player_assists|soccer_player_goalkeeper_saves|soccer_player_goals|soccer_player_goals_plus_assists|soccer_player_shots|soccer_player_shots_on_target|soccer_second_half_result|soccer_second_half_team_totals|soccer_second_half_total_corners|soccer_team_to_advance|soccer_team_total_corners|soccer_team_totals|spreads|total_corners|totals
2026-07-07T20:00:00Z,Round of 16,fifwc-che-col-2026-07-07,Switzerland,Colombia,0-0,exact_score,Draw,Switzerland,true,true,367,7,both_teams_to_score|both_teams_to_score_first_half|both_teams_to_score_second_half|first_half_totals|moneyline|second_half_totals|soccer_exact_score|soccer_extra_time|soccer_first_corner|soccer_first_half_team_totals|soccer_first_half_total_corners|soccer_first_to_score|soccer_game_corners_odd_even|soccer_halftime_result|soccer_penalty_shootout|soccer_player_assists|soccer_player_goalkeeper_saves|soccer_player_goals|soccer_player_goals_plus_assists|soccer_player_shots|soccer_player_shots_on_target|soccer_second_half_result|soccer_second_half_team_totals|soccer_second_half_total_corners|soccer_team_to_advance|soccer_team_total_corners|soccer_team_totals|spreads|total_corners|totals
2026-07-09T20:00:00Z,Quarterfinal,fifwc-fra-mar-2026-07-09,France,Morocco,2-0,exact_score,France,France,false,false,361,7,both_teams_to_score|both_teams_to_score_first_half|both_teams_to_score_second_half|first_half_totals|moneyline|second_half_totals|soccer_exact_score|soccer_extra_time|soccer_first_corner|soccer_first_half_team_totals|soccer_first_half_total_corners|soccer_first_to_score|soccer_game_corners_odd_even|soccer_halftime_result|soccer_penalty_shootout|soccer_player_assists|soccer_player_goalkeeper_saves|soccer_player_goals|soccer_player_goals_plus_assists|soccer_player_shots|soccer_player_shots_on_target|soccer_second_half_result|soccer_second_half_team_totals|soccer_second_half_total_corners|soccer_team_to_advance|soccer_team_total_corners|soccer_team_totals|spreads|total_corners|totals
2026-07-10T19:00:00Z,Quarterfinal,fifwc-esp-bel-2026-07-10,Spain,Belgium,2-1,exact_score,Spain,Spain,false,false,377,7,both_teams_to_score|both_teams_to_score_first_half|both_teams_to_score_second_half|first_half_totals|moneyline|second_half_totals|soccer_exact_score|soccer_extra_time|soccer_first_corner|soccer_first_half_team_totals|soccer_first_half_total_corners|soccer_first_to_score|soccer_game_corners_odd_even|soccer_halftime_result|soccer_penalty_shootout|soccer_player_assists|soccer_player_goalkeeper_saves|soccer_player_goals|soccer_player_goals_plus_assists|soccer_player_shots|soccer_player_shots_on_target|soccer_second_half_result|soccer_second_half_team_totals|soccer_second_half_total_corners|soccer_team_to_advance|soccer_team_total_corners|soccer_team_totals|spreads|total_corners|totals
2026-07-11T21:00:00Z,Quarterfinal,fifwc-nor-eng-2026-07-11,Norway,England,1-1,exact_score,Draw,England,true,false,355,7,both_teams_to_score|both_teams_to_score_first_half|both_teams_to_score_second_half|first_half_totals|moneyline|second_half_totals|soccer_exact_score|soccer_extra_time|soccer_first_corner|soccer_first_half_team_totals|soccer_first_half_total_corners|soccer_first_to_score|soccer_game_corners_odd_even|soccer_halftime_result|soccer_penalty_shootout|soccer_player_assists|soccer_player_goalkeeper_saves|soccer_player_goals|soccer_player_goals_plus_assists|soccer_player_shots|soccer_player_shots_on_target|soccer_second_half_result|soccer_second_half_team_totals|soccer_second_half_total_corners|soccer_team_to_advance|soccer_team_total_corners|soccer_team_totals|spreads|total_corners|totals
2026-07-12T01:00:00Z,Semifinal,fifwc-arg-che-2026-07-11,Argentina,Switzerland,1-1,exact_score,Draw,Argentina,true,false,342,7,both_teams_to_score|both_teams_to_score_first_half|both_teams_to_score_second_half|first_half_totals|moneyline|second_half_totals|soccer_exact_score|soccer_extra_time|soccer_first_corner|soccer_first_half_team_totals|soccer_first_half_total_corners|soccer_first_to_score|soccer_game_corners_odd_even|soccer_halftime_result|soccer_penalty_shootout|soccer_player_assists|soccer_player_goalkeeper_saves|soccer_player_goals|soccer_player_goals_plus_assists|soccer_player_shots|soccer_player_shots_on_target|soccer_second_half_result|soccer_second_half_team_totals|soccer_second_half_total_corners|soccer_team_to_advance|soccer_team_total_corners|soccer_team_totals|spreads|total_corners|totals
2026-07-14T19:00:00Z,Semifinal,fifwc-fra-esp-2026-07-14,France,Spain,0-2,exact_score,Spain,Spain,false,false,360,7,both_teams_to_score|both_teams_to_score_first_half|both_teams_to_score_second_half|first_half_totals|moneyline|second_half_totals|soccer_exact_score|soccer_extra_time|soccer_first_corner|soccer_first_half_team_totals|soccer_first_half_total_corners|soccer_first_to_score|soccer_game_corners_odd_even|soccer_halftime_result|soccer_penalty_shootout|soccer_player_assists|soccer_player_goalkeeper_saves|soccer_player_goals|soccer_player_goals_plus_assists|soccer_player_shots|soccer_player_shots_on_target|soccer_second_half_result|soccer_second_half_team_totals|soccer_second_half_total_corners|soccer_team_to_advance|soccer_team_total_corners|soccer_team_totals|spreads|total_corners|totals
2026-07-15T19:00:00Z,Semifinal,fifwc-eng-arg-2026-07-15,England,Argentina,1-2,exact_score,Argentina,Argentina,false,false,386,7,both_teams_to_score|both_teams_to_score_first_half|both_teams_to_score_second_half|first_half_totals|moneyline|second_half_totals|soccer_exact_score|soccer_extra_time|soccer_first_corner|soccer_first_half_team_totals|soccer_first_half_total_corners|soccer_first_to_score|soccer_game_corners_odd_even|soccer_halftime_result|soccer_penalty_shootout|soccer_player_assists|soccer_player_goalkeeper_saves|soccer_player_goals|soccer_player_goals_plus_assists|soccer_player_shots|soccer_player_shots_on_target|soccer_second_half_result|soccer_second_half_team_totals|soccer_second_half_total_corners|soccer_team_to_advance|soccer_team_total_corners|soccer_team_totals|spreads|total_corners|totals
2026-07-18T21:00:00Z,Third place,fifwc-fra-eng-2026-07-18,France,England,,,England,England,false,false,398,7,both_teams_to_score|both_teams_to_score_first_half|both_teams_to_score_second_half|first_half_totals|moneyline|second_half_totals|soccer_exact_score|soccer_extra_time|soccer_first_corner|soccer_first_half_team_totals|soccer_first_half_total_corners|soccer_first_to_score|soccer_game_corners_odd_even|soccer_halftime_result|soccer_penalty_shootout|soccer_player_assists|soccer_player_goalkeeper_saves|soccer_player_goals|soccer_player_goals_plus_assists|soccer_player_shots|soccer_player_shots_on_target|soccer_second_half_result|soccer_second_half_team_totals|soccer_second_half_total_corners|soccer_team_to_advance|soccer_team_total_corners|soccer_team_totals|spreads|total_corners|totals
2026-07-19T19:00:00Z,Final,fifwc-esp-arg-2026-07-19,Spain,Argentina,0-0,exact_score,Draw,Spain,true,false,356,7,both_teams_to_score|both_teams_to_score_first_half|both_teams_to_score_second_half|first_half_totals|moneyline|second_half_totals|soccer_exact_score|soccer_extra_time|soccer_first_corner|soccer_first_half_team_totals|soccer_first_half_total_corners|soccer_first_to_score|soccer_game_corners_odd_even|soccer_halftime_result|soccer_penalty_shootout|soccer_player_assists|soccer_player_goalkeeper_saves|soccer_player_goals|soccer_player_goals_plus_assists|soccer_player_shots|soccer_player_shots_on_target|soccer_second_half_result|soccer_second_half_team_totals|soccer_second_half_total_corners|soccer_team_to_advance|soccer_team_total_corners|soccer_team_totals|spreads|total_corners|totals
